Csapat;Ev;Brand;Sorozat;KartyaSzam;Kartya;Megvan
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors RayWave Purple /75;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Gold /50;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Gold Basketball /50;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Gold Geometric /50;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Gold Wave /50;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Pulsar Gold /50;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors RayWave Gold /50;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Orange /25;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Orange Basketball /25;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Orange Geometric /25;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Orange Wave /25;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Pulsar Orange /25;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors RayWave Orange /25;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Silver /12;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Black /10;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Black Basketball /10;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Black Geometric /10;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Black Wave /10;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Pulsar Black /10;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors RayWave Black /10;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Tri-Color /8;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Frozenfractors /5;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Pulsar Red /5;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Red /5;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Red Basketball /5;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Red Geometric /5;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors Red Wave /5;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors RayWave Red /5;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Refractors White Geometric /2;FALSE
Phoenix Suns;2025-2026;Topps Chrome Basketball;Base Set;107;Superfractors /1;FALSE
Phoenix Suns;2025-2026;Topps Chrome Sapphire;Base Set;107;Base;FALSE
Phoenix Suns;2025-2026;Topps Chrome Sapphire;Base Set;107;Purple Sapphire /75;FALSE
Phoenix Suns;2025-2026;Topps Chrome Sapphire;Base Set;107;Gold Sapphire /50;FALSE
Phoenix Suns;2025-2026;Topps Chrome Sapphire;Base Set;107;Orange Sapphire /25;FALSE
Phoenix Suns;2025-2026;Topps Chrome Sapphire;Base Set;107;Black Sapphire /10;FALSE
Phoenix Suns;2025-2026;Topps Chrome Sapphire;Base Set;107;Red Sapphire /5;FALSE
Phoenix Suns;2025-2026;Topps Chrome Sapphire;Base Set;107;Padparadscha Sapphire /1;FALSE
Phoenix Suns;2025-2026;Topps Three Basketball;Base Set;46;Base;FALSE
Phoenix Suns;2025-2026;Topps Three Basketball;Base Set;46;Bronze;FALSE
Phoenix Suns;2025-2026;Topps Three Basketball;Base Set;46;Blue;FALSE
Phoenix Suns;2025-2026;Topps Three Basketball;Base Set;46;Gold;FALSE
Phoenix Suns;2025-2026;Topps Three Basketball;Base Set;46;Red;FALSE
Phoenix Suns;2025-2026;Topps Three Basketball;Base Set;46;Platinum;FALSE
