Csapat;Ev;Brand;Sorozat;KartyaSzam;Kartya;Megvan
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Gold /10;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Gold Ice /10;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Pulsar Gold /10;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Seismic Gold /10;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Premium Green /8;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Disco Green /5;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Neon Green /5;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Black Pulsar /1;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Disco Black /1;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Gold Vinyl /1;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops;Premium Stock;190;Premium Nebula /1;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops ;Haunted ;190;Base;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops ;Haunted ;190;Holo Candy;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops ;Haunted ;190;Holo Webs;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops ;Haunted ;190;Orange;FALSE
Phoenix Suns;2023 - 2024;Panini Hoops ;Haunted ;190;Slime;TRUE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Base;TRUE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Mosaic;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Genesis ;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Glitter;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Green;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Green Ice;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;International;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Peacock Choice;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Reactive Blue;TRUE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Reactive Yellow;TRUE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Red;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Silver;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Silver Fast Break;TRUE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;White Sparkle;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Red Seismic /299;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Blue /199;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Pink /49;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Ice /125;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Purple /99;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Blue Fast Break /85;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;International Red /75;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Red and Yellow Fusion Choice /75;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Teal /75;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Purple Fast Break /50;TRUE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;International Blue /25;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Orange Fluorescent /25;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;White /25;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Pink Fast Break /20;TRUE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Green Fusoin Choice /18;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Pink Swirl FOTL /18;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Gold /10;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Gold Fast Break /10;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Green Fluorescent /10;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;International Gold /10;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Pink Fluorescent /10;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Black Gold Choice /8;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Lucky Envelopes /8;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Gold Glitter /5;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Green Swirl FOTL /3;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Black /1;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Black Fast Break /1;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Mosaic;69;Nebula Choice /1;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Showtime Signatures ;15;Blue /49;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Showtime Signatures ;15;White /25;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Showtime Signatures ;15;Gold /10;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Showtime Signatures ;15;Choice Black Gold /8;FALSE
Phoenix Suns;2023 - 2024;Panini Mosaic;Showtime Signatures ;15;Black /1;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Base;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;International;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Neon Flood;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Pink Pulsar;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Red Flood;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Orange Flood /99;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Reggae Flood /75;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Purple Flood /49;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Blue /30;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Green /25;TRUE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Green Flood /25;TRUE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Blue Flood /16;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Gold Flood /10;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Molten Mojo /10;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Lucky Envelopes /8;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Deep Sea Mojo /5;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Contra /3;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Ashen Flood /1;FALSE
Phoenix Suns;2023 - 2024;Panini Obsidian;Obsidian ;48;Vibrant Mojo /1;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Base;TRUE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Blue Ice;TRUE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Color Burst;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Dream Weaver;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Hieroglyps Phoenix;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;International ;TRUE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Red Ice Phoneix;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Silver;TRUE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Teal Lazer;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Blue Lazer Phoenix /275;TRUE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Maroon Ice Phoenix /275;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Orange Ice /249;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Red /199;TRUE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Green Lazer /175;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Pink /175;TRUE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Yellow Ice /175;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Purple /150;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;White Lazer /150;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Green Ice /149;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Seismic /125;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Whit Ice /125;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Orange /99;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Lava /75;TRUE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;International Red /75;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Bronze Lazer /49;TRUE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Yellow /49;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Blue /35;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;International Blue /35;TRUE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Fire and Ice /25;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;International Fire and Ice /25;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Pink Ice /25;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Purple Ice /25;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Rend Pandora FOTL /11;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Gold /10;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Gold Phoenix /10;TRUE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Lucky Envelopes /8;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;International Gold /10;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Green /5;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Starry FOTL /3;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Black /1;FALSE
Phoenix Suns;2023 - 2024;Panini Phoenix;Phoenix;167;Gold Vinyl /1;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Base;TRUE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Blue Wave ;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Choice Blue Yellow and Green;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Choice Tiger;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Fast Break;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Glitter;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Green;TRUE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Green Ice;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Hyper;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Ice;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Orange Ice ;TRUE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Pink Ice ;TRUE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Red Ice;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Red Sparkle;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Pulsar;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Red White and Blue;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Ruby Wave;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Silver;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Snakeskin;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Wave Green;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;White Sparkle;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Red /299;TRUE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Red Seismic /299;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Teal Ice /255;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Blue /199;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;White /175;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Blue Fast Break /150;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Premium Factory Set /150;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Purple Ice /149;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Blue Sparkle /144;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Blue Ice /125;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Red Fast Break /100;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Blue Seismic /99;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Purple /99;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Choice Red /88;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Multi Wave /88;TRUE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Purple Fast Break /75;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Red Power /75;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Orange Wave /60;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Pink Fast Break /50;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Choice Blue /49;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Orange /49;TRUE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Pink Pulsar /42;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;White Wave /38;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Blue Shimmer FOTL /35;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Purple Pulsar /35;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;White Ice /35;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Green Pulsar /25;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Mojo /25;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Gold Sparkle /24;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Bronz Fast Break /20;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Choice Cherry Blossom /20;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Gold /10;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Gold Shimmer FOTL /10;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Wave Gold /10;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Choice Green /8;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Green Sparkle /8;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Lucky Envelopes /8;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Black Gold /5;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Green Shimmer FOTL /5;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Neon Green Fast Break /5;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Black /1;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Black Shimmer FOTL /1;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Prizm;226;Choice Nebula /1;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Deca;260;Base;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Deca;260;Silver;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Deca;260;Red /199;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Deca;260;Blue /149;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Deca;260;Purple /99;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Deca;260;Orange /49;TRUE
Phoenix Suns;2023 - 2024;Panini Prizm;Deca;260;Mojo /25;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Deca;260;Shimmer Green /12;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Deca;260;Gold /10;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Deca;260;Shimmer Gold Black /8;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Deca;260;Black Gold /5;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Deca;260;Black /1;FALSE
Phoenix Suns;2023 - 2024;Panini Prizm;Deca;260;Shimmer Black /1;FALSE
Phoenix Suns;2023 - 2024;Panini Recon;Recon;90;Base ;TRUE
Phoenix Suns;2023 - 2024;Panini Recon;Recon;90;Holo;FALSE
Phoenix Suns;2023 - 2024;Panini Recon;Recon;90;Dots Holo;FALSE
Phoenix Suns;2023 - 2024;Panini Recon;Recon;90;Bronze /299;TRUE
Phoenix Suns;2023 - 2024;Panini Recon;Recon;90;Red /199;TRUE
Phoenix Suns;2023 - 2024;Panini Recon;Recon;90;Blue /99;FALSE
Phoenix Suns;2023 - 2024;Panini Recon;Recon;90;Purple /75;FALSE
Phoenix Suns;2023 - 2024;Panini Recon;Recon;90;Effect /49;FALSE
Phoenix Suns;2023 - 2024;Panini Recon;Recon;90;Orange /12;FALSE
Phoenix Suns;2023 - 2024;Panini Recon;Recon;90;Gold /10;TRUE
Phoenix Suns;2023 - 2024;Panini Recon;Recon;90;Green /5;TRUE
Phoenix Suns;2023 - 2024;Panini Recon;Recon;90;Platinum Swirl /3;FALSE
Phoenix Suns;2023 - 2024;Panini Recon;Recon;90;Platinum /1;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Base;TRUE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;International;TRUE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Black & White International;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Menageric;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Psychedelic;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Red International;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Celestial /125;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Interstellar /99;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Green International /75;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Astral /49;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Red & Yellow International /49;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Blue & Orange International /25;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Meta /25;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Gold /10;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Gold International /10;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Lucky Envelopes /8;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Universal Die-Cut /8;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Marble /5;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Black International /1;FALSE
Phoenix Suns;2023 - 2024;Panini Spectra;Spectra;120;Nebula /1;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Base;TRUE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Choice Dragon;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Disco;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Holo Green Laser;TRUE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;International ;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;International Holo Maroon Laser;TRUE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Red Wedges;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Silver Press Proof;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Wedges;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Winter;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Winter Holo;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Yellow Flood;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Storm /299;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Purple Press Proof /199;TRUE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Cubic /175;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Holo Laser /149;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Red Disco /149;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Teal Explosion /149;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41; Crystals /125;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Holo Orange Laser /125;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Hyper /125;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;International Red Stars /125;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Choice Red /99;TRUE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Holo Purple Laser /99;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Holo Red & Green Laser /99;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Red Holo Laser /99;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Dots /85;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;International Blue Fireworks /85;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Blue Disco /75;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Blue Wedges /75;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Silver Press Proof Die-Cut /75;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Winter Blue /75;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Holo Pink Laser /50;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Checkerboard /49;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Choice Blue /49;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Holo Blue Laser /49;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Blue Explosion /45;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Holo Blue & Green Laser /30;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Gold Press Proof Die-Cut /25;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Holo Teal Laser /25;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Holo Yellow Laser /25;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Pink Disco /25;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Holo Red & Blue Laser /15;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Lava /15;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Choice Gold /10;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Gold Wedges /10;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Holo Gold Laser /10;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Winter Gold /10;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Choice Black Gold /8;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;International Green Scope /5;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Swirlorama /5;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Black Wedges /1;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Choice Black /1;FALSE
Phoenix Suns;2024 - 2025;Donruss;Donruss Basketball;41;Holo Black Laser /1;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Base;TRUE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Blue;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Checkerboard Prizms Premium;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Green Prizms Premium;TRUE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Impulse;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Premium;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Purple;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Purple Winter;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Red Backs;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Silver Prizms Premium;TRUE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Teal Explosion;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Winter Prizms Premium;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Texture;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Winter;FALSE
Phoenix Suns;2024 - 2025;Panini Hoops;Hoops;154;Winter Purple Prizms Premium;FALSE
